,Month,SalesSystemCode,TITULO,SupervisorEmployeeID,Monthly Subscribers,Churned Subscribers,MonthsofEmploymentRounded,Exit Date,Características (D),Características (I),Características (S),Características (C),Motivación (D),Motivación (I),Motivación (S),Motivación (C),Bajo Stress (D),Bajo Stress (I),Bajo Stress (S),Bajo Stress (C),Rental Charge,Cost to Company,Revenue Per CtC
515,2017-09-01,802674.0,SALES EXECUTIVE,Aff - 90671,,,0.0,2018-04-30,70.0,62.0,30.0,60.0,75.0,40.0,40.0,55.0,69.0,86.0,30.0,74.0,,1533.33,
516,2017-09-01,802624.0,SALES EXECUTIVE,Aff - 90671,,,3.0,2018-02-02,43.0,86.0,40.0,53.0,59.0,90.0,30.0,55.0,32.0,75.0,69.0,60.0,,1533.33,
517,2017-09-01,812401.0,SALES EXECUTIVE,1812390,,,6.0,2018-03-20,70.0,15.0,57.0,70.0,75.0,10.0,75.0,73.0,69.0,30.0,40.0,74.0,,1533.33,
518,2017-09-01,2449.0,SALES EXECUTIVE,1812401,,,6.0,2018-02-16,,,,,,,,,,,,,,1533.33,
519,2017-09-01,802422.0,SALES EXECUTIVE,1812401,,,6.0,2017-09-25,,,,,,,,,,,,,,1533.33,
520,2017-09-01,802441.0,SALES EXECUTIVE,1812401,,,6.0,2017-09-08,,,,,,,,,,,,,,1533.33,
521,2017-09-01,2512.0,SALES EXECUTIVE,1812401,,,4.0,,,,,,,,,,,,,,,1533.33,
522,2017-09-01,2468.0,SALES EXECUTIVE,1812401,,,6.0,,,,,,,,,,,,,,,1533.33,
523,2017-09-01,802481.0,SALES EXECUTIVE,1812401,,,5.0,2017-12-20,,,,,,,,,,,,,,1533.33,
524,2017-09-01,782544.0,SALES EXECUTIVE,1812401,,,3.0,2018-02-02,93.0,33.0,20.0,34.0,93.0,40.0,11.0,55.0,95.0,45.0,40.0,31.0,,1533.33,
525,2017-09-01,802575.0,SALES EXECUTIVE,1812401,,,3.0,,,,,,,,,,,,,,,1533.33,
526,2017-09-01,2628.0,SALES EXECUTIVE,1812401,,,3.0,2018-03-16,40.0,43.0,71.0,85.0,30.0,40.0,89.0,73.0,45.0,60.0,40.0,42.0,,1533.33,
527,2017-09-01,802585.0,SALES EXECUTIVE,1812401,,,3.0,2017-09-25,,,,,,,,,,,,,,1533.33,
528,2017-09-01,802612.0,SALES EXECUTIVE,1812401,,,3.0,,,,,,,,,,,,,,,1533.33,
529,2017-09-01,802622.0,SALES EXECUTIVE,1812401,,,3.0,2018-03-27,95.0,25.0,10.0,70.0,95.0,40.0,11.0,55.0,95.0,30.0,18.0,84.0,,1533.33,
530,2017-09-01,802614.0,SALES EXECUTIVE,1812401,,,3.0,2018-07-02,84.0,55.0,62.0,20.0,96.0,74.0,65.0,7.0,99.0,45.0,69.0,48.0,,1533.33,
531,2017-09-01,802615.0,SALES EXECUTIVE,1812401,,,3.0,2017-10-10,,,,,,,,,,,,,,1533.33,
532,2017-09-01,802675.0,SALES EXECUTIVE,1812401,35.0,3.0,1.0,2017-12-20,,,,,,,,,,,,,486.3249999999998,1533.33,0.31716916775906023
533,2017-09-01,802682.0,SALES EXECUTIVE,1812401,,,1.0,2017-10-31,,,,,,,,,,,,,,1533.33,
534,2017-09-01,802717.0,SALES EXECUTIVE,1812401,,,0.0,2018-03-16,23.0,86.0,57.0,79.0,30.0,82.0,40.0,93.0,23.0,86.0,79.0,60.0,,1533.33,
561,2017-08-01,91868.0,SALES SUPERVISOR,91868,,,63.0,,,,,,,,,,,,,,,1953.33,
562,2017-08-01,2352.0,SALES EXECUTIVE,91868,,,6.0,2017-10-04,,,,,,,,,,,,,,1533.33,
563,2017-08-01,700915.0,SALES EXECUTIVE,91868,,,30.0,,60.0,25.0,75.0,85.0,40.0,74.0,65.0,84.0,79.0,6.0,89.0,84.0,,1533.33,
564,2017-08-01,812410.0,SALES EXECUTIVE,91868,,,5.0,,60.0,55.0,71.0,70.0,59.0,58.0,89.0,55.0,60.0,60.0,40.0,84.0,,1533.33,
565,2017-08-01,812400.0,SALES EXECUTIVE,91868,,,5.0,,23.0,72.0,88.0,53.0,30.0,82.0,89.0,7.0,23.0,60.0,89.0,92.0,,1533.33,
566,2017-08-01,2430.0,SALES EXECUTIVE,91868,137.0,5.0,5.0,,70.0,62.0,48.0,34.0,75.0,74.0,58.0,33.0,69.0,60.0,60.0,48.0,2890.799999999996,1533.33,1.885308446322707
567,2017-08-01,802446.0,SALES EXECUTIVE,91868,,,5.0,2017-11-30,,,,,,,,,,,,,,1533.33,
568,2017-08-01,802441.0,SALES EXECUTIVE,91868,,,5.0,2017-09-08,,,,,,,,,,,,,,1533.33,
569,2017-08-01,802480.0,SALES EXECUTIVE,91868,33.0,3.0,4.0,,80.0,62.0,20.0,70.0,75.0,74.0,40.0,55.0,87.0,60.0,11.0,84.0,654.7500000000002,1533.33,0.42701179785173465
570,2017-08-01,802481.0,SALES EXECUTIVE,91868,29.0,8.0,4.0,2017-12-20,,,,,,,,,,,,,550.75,1533.33,0.3591855634468771
571,2017-08-01,802523.0,SALES EXECUTIVE,91868,,,3.0,2017-09-25,,,,,,,,,,,,,,1533.33,
572,2017-08-01,802513.0,SALES EXECUTIVE,91868,,,3.0,,84.0,7.0,40.0,90.0,85.0,25.0,40.0,84.0,87.0,6.0,60.0,92.0,,1533.33,
573,2017-08-01,782544.0,SALES EXECUTIVE,91868,66.0,2.0,2.0,2018-02-02,93.0,33.0,20.0,34.0,93.0,40.0,11.0,55.0,95.0,45.0,40.0,31.0,1323.2500000000011,1533.33,0.8629910065021889
574,2017-08-01,802545.0,SALES EXECUTIVE,91868,29.0,1.0,2.0,2018-07-27,52.0,15.0,40.0,94.0,59.0,10.0,58.0,96.0,45.0,30.0,40.0,84.0,603.3500000000001,1533.33,0.39348998584779543
575,2017-08-01,802581.0,SALES EXECUTIVE,91868,,,2.0,2018-08-31,67.0,15.0,40.0,94.0,59.0,25.0,65.0,93.0,79.0,18.0,30.0,92.0,,1533.33,
576,2017-08-01,802614.0,SALES EXECUTIVE,91868,,,2.0,2018-07-02,84.0,55.0,62.0,20.0,96.0,74.0,65.0,7.0,99.0,45.0,69.0,48.0,,1533.33,
577,2017-08-01,802620.0,SALES EXECUTIVE,91868,,,2.0,2018-05-29,67.0,55.0,16.0,79.0,59.0,40.0,18.0,73.0,79.0,75.0,18.0,94.0,,1533.33,
578,2017-08-01,802608.0,SALES EXECUTIVE,91868,38.0,2.0,2.0,2017-12-18,,,,,,,,,,,,,768.1000000000004,1533.33,0.5009358715997211
579,2017-08-01,802466.0,SALES EXECUTIVE,91868,,,5.0,2017-08-15,,,,,,,,,,,,,,1533.33,
580,2017-08-01,802615.0,SALES EXECUTIVE,91868,94.0,4.0,2.0,2017-10-10,,,,,,,,,,,,,1880.260000000002,1533.33,1.2262591875199742
581,2017-08-01,701450.0,SALES EXECUTIVE,91868,,,11.0,2018-03-28,52.0,62.0,40.0,70.0,59.0,58.0,58.0,84.0,45.0,75.0,40.0,60.0,,1533.33,
582,2017-08-01,700894.0,SALES EXECUTIVE,91868,,,31.0,,75.0,55.0,25.0,90.0,85.0,58.0,30.0,84.0,69.0,60.0,30.0,92.0,,1533.33,
583,2017-08-01,812407.0,SALES EXECUTIVE,91868,,,5.0,2017-12-18,,,,,,,,,,,,,,1533.33,
584,2017-08-01,812421.0,SALES EXECUTIVE,91868,,,5.0,2017-12-19,,,,,,,,,,,,,,1533.33,
585,2017-08-01,2438.0,SALES EXECUTIVE,91868,80.0,4.0,5.0,2018-04-12,52.0,55.0,33.0,60.0,69.0,58.0,40.0,55.0,40.0,60.0,40.0,74.0,1521.1400000000021,1533.33,0.9920499827173552
586,2017-08-01,802486.0,SALES EXECUTIVE,91868,83.0,1.0,4.0,2018-07-27,60.0,7.0,62.0,94.0,40.0,10.0,65.0,93.0,79.0,10.0,69.0,92.0,1596.9500000000007,1533.33,1.0414913945465105
587,2017-08-01,802521.0,SALES EXECUTIVE,91868,,,3.0,2017-09-15,,,,,,,,,,,,,,1533.33,
588,2017-08-01,782546.0,SALES EXECUTIVE,91868,,,2.0,2017-10-31,,,,,,,,,,,,,,1533.33,
589,2017-08-01,802575.0,SALES EXECUTIVE,91868,42.0,6.0,2.0,,,,,,,,,,,,,,831.2700000000006,1533.33,0.5421337872473639
590,2017-08-01,802590.0,SALES EXECUTIVE,91868,73.0,2.0,2.0,2018-05-31,52.0,43.0,62.0,70.0,69.0,74.0,65.0,33.0,40.0,30.0,69.0,92.0,1427.7300000000012,1533.33,0.931130285065838
591,2017-08-01,802640.0,SALES EXECUTIVE,91868,,,2.0,2018-07-27,60.0,86.0,33.0,25.0,45.0,74.0,65.0,18.0,69.0,95.0,18.0,48.0,,1533.33,
592,2017-08-01,802633.0,SALES EXECUTIVE,91868,,,2.0,2017-09-25,,,,,,,,,,,,,,1533.33,
593,2017-08-01,802636.0,SALES EXECUTIVE,91868,57.0,1.0,2.0,,,,,,,,,,,,,,1165.2900000000009,1533.33,0.7599733912465033
594,2017-08-01,812424.0,SALES EXECUTIVE,91868,9.0,4.0,5.0,2017-08-11,,,,,,,,,,,,,229.7,1533.33,0.14980467348842064
595,2017-08-01,802637.0,SALES EXECUTIVE,91868,,,2.0,2018-03-27,65.0,72.0,25.0,42.0,69.0,40.0,30.0,33.0,60.0,95.0,30.0,60.0,,1533.33,
596,2017-08-01,2487.0,SALES EXECUTIVE,1812390,,,4.0,2017-11-01,,,,,,,,,,,,,,1533.33,
597,2017-08-01,812405.0,SALES EXECUTIVE,1812487,,,5.0,2017-09-25,,,,,,,,,,,,,,1533.33,
598,2017-08-01,812404.0,SALES EXECUTIVE,1812487,33.0,7.0,5.0,2017-10-31,,,,,,,,,,,,,638.0500000000002,1533.33,0.4161204698271085
599,2017-08-01,802462.0,SALES EXECUTIVE,1812487,,,5.0,2018-04-12,87.0,86.0,20.0,13.0,85.0,90.0,40.0,7.0,95.0,75.0,11.0,31.0,,1533.33,
600,2017-08-01,2449.0,SALES EXECUTIVE,1812487,60.0,1.0,5.0,2018-02-16,,,,,,,,,,,,,1300.2000000000012,1533.33,0.8479583651268815
601,2017-08-01,802429.0,SALES EXECUTIVE,1812487,,,5.0,,65.0,62.0,57.0,42.0,69.0,74.0,58.0,33.0,60.0,60.0,69.0,60.0,,1533.33,
602,2017-08-01,802482.0,SALES EXECUTIVE,1812487,19.0,1.0,4.0,,65.0,15.0,71.0,53.0,69.0,25.0,58.0,33.0,60.0,18.0,89.0,74.0,372.54999999999995,1533.33,0.24296791949547714
603,2017-08-01,802494.0,SALES EXECUTIVE,1812487,,,4.0,2017-09-25,,,,,,,,,,,,,,1533.33,
604,2017-08-01,802499.0,SALES EXECUTIVE,1812487,,,4.0,,87.0,25.0,4.0,85.0,86.0,25.0,30.0,55.0,87.0,45.0,2.0,96.0,,1533.33,
605,2017-08-01,802576.0,SALES EXECUTIVE,1812487,,,2.0,,,,,,,,,,,,,,,1533.33,
606,2017-08-01,802589.0,SALES EXECUTIVE,1812487,,,2.0,2018-05-28,43.0,55.0,40.0,85.0,40.0,58.0,30.0,84.0,45.0,60.0,69.0,84.0,,1533.33,
607,2017-08-01,802610.0,SALES EXECUTIVE,1812487,,,2.0,,48.0,33.0,85.0,70.0,40.0,40.0,84.0,84.0,60.0,45.0,89.0,60.0,,1533.33,
608,2017-08-01,802623.0,SALES EXECUTIVE,1812487,,,2.0,2018-05-10,,,,,,,,,,,,,,1533.33,
609,2017-08-01,802611.0,SALES EXECUTIVE,1812487,,,2.0,2017-09-25,,,,,,,,,,,,,,1533.33,
610,2017-08-01,802682.0,SALES EXECUTIVE,1812487,,,0.0,2017-10-31,,,,,,,,,,,,,,1533.33,
611,2017-08-01,802683.0,SALES EXECUTIVE,1812487,,,0.0,2017-09-19,,,,,,,,,,,,,,1533.33,
612,2017-08-01,2431.0,SALES EXECUTIVE,1812390,,,5.0,2018-02-01,40.0,90.0,25.0,94.0,40.0,90.0,30.0,84.0,40.0,86.0,30.0,96.0,,1533.33,
613,2017-08-01,701055.0,SALES EXECUTIVE,1812431,,,28.0,2018-05-25,,,,,,,,,,,,,,1533.33,
614,2017-08-01,701111.0,SALES EXECUTIVE,1812431,,,26.0,,43.0,72.0,48.0,60.0,59.0,82.0,30.0,55.0,32.0,60.0,79.0,74.0,,1533.33,
615,2017-08-01,802425.0,SALES EXECUTIVE,1812431,,,5.0,2017-09-25,,,,,,,,,,,,,,1533.33,
616,2017-08-01,812409.0,SALES EXECUTIVE,1812431,,,5.0,,40.0,15.0,62.0,99.0,40.0,40.0,58.0,96.0,40.0,10.0,79.0,99.0,,1533.33,
617,2017-08-01,812408.0,SALES EXECUTIVE,1812431,,,5.0,2018-05-01,67.0,55.0,48.0,25.0,69.0,40.0,58.0,33.0,69.0,75.0,60.0,31.0,,1533.33,
618,2017-08-01,812412.0,SALES EXECUTIVE,1812431,,,5.0,,48.0,25.0,71.0,60.0,59.0,40.0,75.0,18.0,40.0,30.0,69.0,92.0,,1533.33,
619,2017-08-01,2411.0,SALES EXECUTIVE,1812431,,,5.0,2018-07-05,67.0,72.0,40.0,70.0,45.0,58.0,40.0,84.0,87.0,86.0,60.0,60.0,,1533.33,
620,2017-08-01,802498.0,SALES EXECUTIVE,1812431,,,4.0,2018-02-28,80.0,62.0,33.0,34.0,75.0,74.0,40.0,55.0,87.0,60.0,40.0,31.0,,1533.33,
621,2017-08-01,802518.0,SALES EXECUTIVE,1812431,,,3.0,2017-12-01,,,,,,,,,,,,,,1533.33,
622,2017-08-01,802573.0,SALES EXECUTIVE,1812431,,,2.0,2018-07-12,,,,,,,,,,,,,,1533.33,
623,2017-08-01,2628.0,SALES EXECUTIVE,1812431,,,2.0,2018-03-16,40.0,43.0,71.0,85.0,30.0,40.0,89.0,73.0,45.0,60.0,40.0,42.0,,1533.33,
624,2017-08-01,802639.0,SALES EXECUTIVE,1812431,,,2.0,2017-08-22,,,,,,,,,,,,,,1533.33,
625,2017-08-01,802632.0,SALES EXECUTIVE,1812431,,,2.0,,67.0,62.0,33.0,42.0,59.0,74.0,40.0,33.0,79.0,60.0,40.0,60.0,,1533.33,
626,2017-08-01,802681.0,SALES EXECUTIVE,1812431,,,0.0,2018-08-31,40.0,86.0,71.0,70.0,10.0,90.0,58.0,33.0,69.0,75.0,89.0,92.0,,1533.33,
627,2017-08-01,802684.0,SALES EXECUTIVE,1812431,,,0.0,2017-09-25,,,,,,,,,,,,,,1533.33,
628,2017-08-01,802685.0,SALES EXECUTIVE,1812431,,,0.0,,84.0,43.0,40.0,42.0,75.0,58.0,40.0,33.0,95.0,45.0,60.0,60.0,,1533.33,
629,2017-08-01,701447.0,SALES EXECUTIVE,Aff - 90671,,,12.0,,48.0,7.0,40.0,96.0,30.0,25.0,58.0,96.0,69.0,6.0,40.0,92.0,,1533.33,
630,2017-08-01,812406.0,SALES EXECUTIVE,Aff - 90671,79.0,2.0,5.0,,67.0,43.0,40.0,85.0,45.0,74.0,30.0,93.0,87.0,30.0,69.0,74.0,1653.9000000000008,1533.33,1.078632779636478
631,2017-08-01,812399.0,SALES EXECUTIVE,Aff - 90671,83.0,3.0,5.0,2017-12-18,,,,,,,,,,,,,1684.6900000000014,1533.33,1.0987132580723011
632,2017-08-01,812461.0,SALES EXECUTIVE,Aff - 90671,,,5.0,2018-06-29,80.0,10.0,33.0,85.0,86.0,25.0,40.0,33.0,69.0,10.0,40.0,98.0,,1533.33,
633,2017-08-01,802456.0,SALES EXECUTIVE,Aff - 90671,,,5.0,2017-12-19,,,,,,,,,,,,,,1533.33,
634,2017-08-01,802490.0,SALES EXECUTIVE,Aff - 90671,,,4.0,2018-07-27,40.0,79.0,75.0,53.0,40.0,82.0,75.0,73.0,40.0,75.0,79.0,48.0,,1533.33,
635,2017-08-01,802495.0,SALES EXECUTIVE,Aff - 90671,35.0,1.0,4.0,2018-07-27,65.0,72.0,30.0,79.0,75.0,74.0,30.0,55.0,45.0,75.0,40.0,92.0,824.9500000000004,1533.33,0.5380120391566071
636,2017-08-01,802515.0,SALES EXECUTIVE,Aff - 90671,,,3.0,2017-09-25,,,,,,,,,,,,,,1533.33,
637,2017-08-01,802574.0,SALES EXECUTIVE,Aff - 90671,69.0,4.0,2.0,2018-03-28,65.0,33.0,57.0,79.0,59.0,58.0,65.0,73.0,69.0,30.0,60.0,84.0,1426.3000000000009,1533.33,0.9301976743427709
638,2017-08-01,802588.0,SALES EXECUTIVE,Aff - 90671,57.0,9.0,2.0,2018-08-31,,,,,,,,,,,,,1297.7500000000007,1533.33,0.8463605355663821
639,2017-08-01,802621.0,SALES EXECUTIVE,Aff - 90671,,,2.0,2017-09-05,,,,,,,,,,,,,,1533.33,
640,2017-08-01,802622.0,SALES EXECUTIVE,Aff - 90671,67.0,1.0,2.0,2018-03-27,95.0,25.0,10.0,70.0,95.0,40.0,11.0,55.0,95.0,30.0,18.0,84.0,1349.6300000000008,1533.33,0.880195391729113
641,2017-08-01,802679.0,SALES EXECUTIVE,Aff - 90671,,,0.0,,80.0,25.0,33.0,70.0,90.0,25.0,40.0,18.0,60.0,45.0,40.0,96.0,,1533.33,
642,2017-08-01,802624.0,SALES EXECUTIVE,Aff - 90671,,,2.0,2018-02-02,43.0,86.0,40.0,53.0,59.0,90.0,30.0,55.0,32.0,75.0,69.0,60.0,,1533.33,
643,2017-08-01,812401.0,SALES EXECUTIVE,1812390,,,5.0,2018-03-20,70.0,15.0,57.0,70.0,75.0,10.0,75.0,73.0,69.0,30.0,40.0,74.0,,1533.33,
644,2017-08-01,812403.0,SALES EXECUTIVE,1812401,,,5.0,2017-09-25,,,,,,,,,,,,,,1533.33,
645,2017-08-01,802422.0,SALES EXECUTIVE,1812401,,,5.0,2017-09-25,,,,,,,,,,,,,,1533.33,
646,2017-08-01,812417.0,SALES EXECUTIVE,1812401,45.0,4.0,5.0,2017-10-31,,,,,,,,,,,,,894.4900000000004,1533.33,0.5833643116615473
647,2017-08-01,2439.0,SALES EXECUTIVE,1812401,,,5.0,2017-08-30,,,,,,,,,,,,,,1533.33,
648,2017-08-01,2468.0,SALES EXECUTIVE,1812401,,,5.0,,,,,,,,,,,,,,,1533.33,
649,2017-08-01,2467.0,SALES EXECUTIVE,1812401,64.0,4.0,5.0,,46.0,72.0,71.0,60.0,45.0,58.0,75.0,73.0,45.0,86.0,69.0,60.0,1327.6400000000012,1533.33,0.8658540562044709
650,2017-08-01,802496.0,SALES EXECUTIVE,1812401,,,4.0,2018-04-13,70.0,95.0,20.0,25.0,85.0,95.0,11.0,7.0,60.0,86.0,40.0,60.0,,1533.33,
651,2017-08-01,2512.0,SALES EXECUTIVE,1812401,24.0,1.0,3.0,,,,,,,,,,,,,,511.9499999999999,1533.33,0.33388116061121864
652,2017-08-01,2516.0,SALES EXECUTIVE,1812401,29.0,2.0,3.0,2017-08-30,,,,,,,,,,,,,596.6800000000002,1533.33,0.38913997639125314
653,2017-08-01,802585.0,SALES EXECUTIVE,1812401,25.0,2.0,2.0,2017-09-25,,,,,,,,,,,,,524.8999999999999,1533.33,0.342326831145285
654,2017-08-01,802612.0,SALES EXECUTIVE,1812401,,,2.0,,,,,,,,,,,,,,,1533.33,
655,2017-08-01,802619.0,SALES EXECUTIVE,1812401,,,2.0,2017-08-24,,,,,,,,,,,,,,1533.33,
656,2017-08-01,802672.0,SALES EXECUTIVE,1812401,,,0.0,2017-11-21,,,,,,,,,,,,,,1533.33,
657,2017-08-01,802673.0,SALES EXECUTIVE,1812401,,,0.0,2018-08-01,40.0,33.0,62.0,90.0,30.0,25.0,75.0,93.0,45.0,60.0,60.0,84.0,,1533.33,
658,2017-08-01,802675.0,SALES EXECUTIVE,1812401,,,0.0,2017-12-20,,,,,,,,,,,,,,1533.33,
659,2017-08-01,802677.0,SALES EXECUTIVE,1812401,,,0.0,2017-09-25,,,,,,,,,,,,,,1533.33,
660,2017-08-01,802678.0,SALES EXECUTIVE,1812401,,,0.0,2018-07-27,,,,,,,,,,,,,,1533.33,
684,2017-07-01,91868.0,SALES SUPERVISOR,1812390,,,62.0,,,,,,,,,,,,,,,1953.33,
685,2017-07-01,2352.0,SALES EXECUTIVE,91868,70.0,4.0,5.0,2017-10-04,,,,,,,,,,,,,988.8325,1533.33,0.6448921628090496
686,2017-07-01,700915.0,SALES EXECUTIVE,91868,50.0,1.0,29.0,,60.0,25.0,75.0,85.0,40.0,74.0,65.0,84.0,79.0,6.0,89.0,84.0,696.3699999999999,1533.33,0.4541553351202937
687,2017-07-01,812410.0,SALES EXECUTIVE,91868,47.0,3.0,4.0,,60.0,55.0,71.0,70.0,59.0,58.0,89.0,55.0,60.0,60.0,40.0,84.0,622.9749999999998,1533.33,0.40628892671505795
688,2017-07-01,812400.0,SALES EXECUTIVE,91868,,,4.0,,23.0,72.0,88.0,53.0,30.0,82.0,89.0,7.0,23.0,60.0,89.0,92.0,,1533.33,
689,2017-07-01,2430.0,SALES EXECUTIVE,91868,,,4.0,,70.0,62.0,48.0,34.0,75.0,74.0,58.0,33.0,69.0,60.0,60.0,48.0,,1533.33,
690,2017-07-01,802446.0,SALES EXECUTIVE,91868,48.0,4.0,4.0,2017-11-30,,,,,,,,,,,,,709.1034699999999,1533.33,0.4624597901299785
691,2017-07-01,802466.0,SALES EXECUTIVE,91868,40.0,4.0,4.0,2017-08-15,,,,,,,,,,,,,578.3524999999998,1533.33,0.3771872330157239
692,2017-07-01,802441.0,SALES EXECUTIVE,91868,,,4.0,2017-09-08,,,,,,,,,,,,,,1533.33,
693,2017-07-01,802480.0,SALES EXECUTIVE,91868,36.0,1.0,3.0,,80.0,62.0,20.0,70.0,75.0,74.0,40.0,55.0,87.0,60.0,11.0,84.0,551.7420349999999,1533.33,0.359832544201183
694,2017-07-01,802481.0,SALES EXECUTIVE,91868,41.0,8.0,3.0,2017-12-20,,,,,,,,,,,,,614.2874999999998,1533.33,0.4006231535285945
695,2017-07-01,802523.0,SALES EXECUTIVE,91868,,,2.0,2017-09-25,,,,,,,,,,,,,,1533.33,
696,2017-07-01,802511.0,SALES EXECUTIVE,91868,32.0,3.0,2.0,2017-08-15,,,,,,,,,,,,,510.8374999999998,1533.33,0.3331556155556859
697,2017-07-01,802513.0,SALES EXECUTIVE,91868,,,2.0,,84.0,7.0,40.0,90.0,85.0,25.0,40.0,84.0,87.0,6.0,60.0,92.0,,1533.33,
698,2017-07-01,782544.0,SALES EXECUTIVE,91868,,,1.0,2018-02-02,93.0,33.0,20.0,34.0,93.0,40.0,11.0,55.0,95.0,45.0,40.0,31.0,,1533.33,
699,2017-07-01,802545.0,SALES EXECUTIVE,91868,,,1.0,2018-07-27,52.0,15.0,40.0,94.0,59.0,10.0,58.0,96.0,45.0,30.0,40.0,84.0,,1533.33,
700,2017-07-01,802581.0,SALES EXECUTIVE,91868,,,1.0,2018-08-31,67.0,15.0,40.0,94.0,59.0,25.0,65.0,93.0,79.0,18.0,30.0,92.0,,1533.33,
701,2017-07-01,802614.0,SALES EXECUTIVE,91868,,,1.0,2018-07-02,84.0,55.0,62.0,20.0,96.0,74.0,65.0,7.0,99.0,45.0,69.0,48.0,,1533.33,
702,2017-07-01,802620.0,SALES EXECUTIVE,91868,,,1.0,2018-05-29,67.0,55.0,16.0,79.0,59.0,40.0,18.0,73.0,79.0,75.0,18.0,94.0,,1533.33,
703,2017-07-01,802608.0,SALES EXECUTIVE,91868,19.0,10.0,1.0,2017-12-18,,,,,,,,,,,,,295.73,1533.33,0.19286781058219693
704,2017-07-01,802615.0,SALES EXECUTIVE,91868,,,1.0,2017-10-10,,,,,,,,,,,,,,1533.33,
705,2017-07-01,701450.0,SALES EXECUTIVE,Aff - 687,,,10.0,2018-03-28,52.0,62.0,40.0,70.0,59.0,58.0,58.0,84.0,45.0,75.0,40.0,60.0,,1533.33,
706,2017-07-01,700894.0,SALES EXECUTIVE,Aff - 687,68.0,3.0,30.0,,75.0,55.0,25.0,90.0,85.0,58.0,30.0,84.0,69.0,60.0,30.0,92.0,872.8820999999998,1533.33,0.5692721723308093
707,2017-07-01,812407.0,SALES EXECUTIVE,Aff - 687,46.0,3.0,4.0,2017-12-18,,,,,,,,,,,,,773.7280999999998,1533.33,0.5046063795790859
708,2017-07-01,812402.0,SALES EXECUTIVE,Aff - 687,,,4.0,2017-08-09,,,,,,,,,,,,,,1533.33,
709,2017-07-01,812421.0,SALES EXECUTIVE,Aff - 687,,,4.0,2017-12-19,,,,,,,,,,,,,,1533.33,
710,2017-07-01,812424.0,SALES EXECUTIVE,Aff - 687,,,4.0,2017-08-11,,,,,,,,,,,,,,1533.33,
711,2017-07-01,2431.0,SALES EXECUTIVE,Aff - 687,34.0,2.0,4.0,2018-02-01,40.0,90.0,25.0,94.0,40.0,90.0,30.0,84.0,40.0,86.0,30.0,96.0,569.23547,1533.33,0.37124133095941514
712,2017-07-01,2438.0,SALES EXECUTIVE,Aff - 687,42.0,12.0,4.0,2018-04-12,52.0,55.0,33.0,60.0,69.0,58.0,40.0,55.0,40.0,60.0,40.0,74.0,578.6580349999997,1533.33,0.3773864954054246
713,2017-07-01,2444.0,SALES EXECUTIVE,Aff - 687,,,4.0,2017-07-28,,,,,,,,,,,,,,1533.33,
714,2017-07-01,2483.0,SALES EXECUTIVE,Aff - 687,,,3.0,2017-07-19,,,,,,,,,,,,,,1533.33,
715,2017-07-01,802486.0,SALES EXECUTIVE,Aff - 687,48.0,11.0,3.0,2018-07-27,60.0,7.0,62.0,94.0,40.0,10.0,65.0,93.0,79.0,10.0,69.0,92.0,752.9885349999998,1533.33,0.49108054691423236
716,2017-07-01,2487.0,SALES EXECUTIVE,Aff - 687,,,3.0,2017-11-01,,,,,,,,,,,,,,1533.33,
717,2017-07-01,802521.0,SALES EXECUTIVE,Aff - 687,36.0,3.0,2.0,2017-09-15,,,,,,,,,,,,,480.1624999999998,1533.33,0.313150137282907
718,2017-07-01,782546.0,SALES EXECUTIVE,Aff - 687,34.0,4.0,1.0,2017-10-31,,,,,,,,,,,,,448.11249999999984,1533.33,0.2922479179302563
719,2017-07-01,802575.0,SALES EXECUTIVE,Aff - 687,40.0,2.0,1.0,,,,,,,,,,,,,,613.2399999999999,1533.33,0.3999399998695649
720,2017-07-01,802590.0,SALES EXECUTIVE,Aff - 687,65.0,4.0,1.0,2018-05-31,52.0,43.0,62.0,70.0,69.0,74.0,65.0,33.0,40.0,30.0,69.0,92.0,999.3595699999998,1533.33,0.651757658168822
721,2017-07-01,802640.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-07-27,60.0,86.0,33.0,25.0,45.0,74.0,65.0,18.0,69.0,95.0,18.0,48.0,,1533.33,
722,2017-07-01,802633.0,SALES EXECUTIVE,Aff - 687,,,1.0,2017-09-25,,,,,,,,,,,,,,1533.33,
723,2017-07-01,802636.0,SALES EXECUTIVE,Aff - 687,23.0,4.0,1.0,,,,,,,,,,,,,,311.77853500000003,1533.33,0.20333426920493308
724,2017-07-01,802637.0,SALES EXECUTIVE,Aff - 687,,,1.0,2018-03-27,65.0,72.0,25.0,42.0,69.0,40.0,30.0,33.0,60.0,95.0,30.0,60.0,,1533.33,
725,2017-07-01,700311.0,SALES EXECUTIVE,1812390,,,45.0,2017-07-17,,,,,,,,,,,,,,1533.33,
726,2017-07-01,812405.0,SALES EXECUTIVE,700311,,,4.0,2017-09-25,,,,,,,,,,,,,,1533.33,
727,2017-07-01,812404.0,SALES EXECUTIVE,700311,,,4.0,2017-10-31,,,,,,,,,,,,,,1533.33,
728,2017-07-01,2426.0,SALES EXECUTIVE,700311,,,4.0,2017-08-09,,,,,,,,,,,,,,1533.33,
